column_name,feature_weight
recent_team,1.3156193883165572
position,0.0
position_group,0.009847319026029077
season_type,0.013970456905306567
carries,0.04050115781983108
rushing_yards,0.34377124769871237
rushing_tds,0.03754009385936624
rushing_fumbles,0.009107298551236643
rushing_fumbles_lost,9.506438161379004e-05
rushing_first_downs,0.14253881935975488
rushing_epa,0.3074161349398117
rushing_2pt_conversions,0.0007666325908953166
receptions,0.3550141811943109
targets,0.3583324876475742
receiving_yards,1.3175923067443405
receiving_tds,0.1633356917805287
receiving_fumbles,0.03689429076214332
receiving_fumbles_lost,0.05315867807442239
receiving_air_yards,0.5871842953267588
receiving_yards_after_catch,0.26173302482329924
receiving_first_downs,0.36897054377050575
receiving_epa,0.5455074139227633
receiving_2pt_conversions,0.010709071348068472
racr,0.2710532743356925
target_share,1.790744475739582
air_yards_share,0.6429108881616327
wopr,1.5176566187828233
special_teams_tds,0.009042814661615443
last_weeks_fantasy_points,1.2061009357702772
last_weeks_fantasy_points_ppr,1.119728588454832
number_of_games_played,0.3166330354449316
games_with_team,0.37899102175550275
avg_carries_last_2_games,0.08727817841633874
avg_rushing_yards_last_2_games,0.06134332215445417
avg_rushing_tds_last_2_games,0.03864214051989077
avg_rushing_fumbles_last_2_games,0.00719488436313432
avg_rushing_fumbles_lost_last_2_games,0.006167128321387118
avg_rushing_first_downs_last_2_games,0.10826037691367851
avg_rushing_epa_last_2_games,0.13338864640589493
avg_rushing_2pt_conversions_last_2_games,0.010010438462435814
avg_receptions_last_2_games,0.644212766342167
avg_receiving_yards_last_2_games,0.8021927528131684
avg_receiving_fumbles_last_2_games,0.006380564129210564
avg_receiving_air_yards_last_2_games,0.37515539523808805
avg_receiving_yards_after_catch_last_2_games,0.3441370454209074
avg_receiving_first_downs_last_2_games,0.370323917917282
avg_receiving_2pt_conversions_last_2_games,0.0003999874260970249
avg_carries_last_3_games,0.0493039418804209
avg_rushing_yards_last_3_games,0.21254299207122987
avg_rushing_tds_last_3_games,0.10418425247648981
avg_rushing_fumbles_last_3_games,0.0005655858793346658
avg_rushing_fumbles_lost_last_3_games,0.0
avg_rushing_first_downs_last_3_games,0.04861169287793894
avg_rushing_epa_last_3_games,0.2616225769986334
